customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00406,Female,1,No,Yes,18,Yes,Yes,Fiber optic,No,No internet service,No internet service,One year,No,Credit card,119.38,2175.81,Yes
CUST-00407,Female,0,No,No,65,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,45.55,2941.66,No
CUST-00408,Female,0,No,No,46,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,77.21,3557.62,No
CUST-00409,Female,0,Yes,Yes,64,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,74.14,4786.92,Yes
CUST-00410,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,59.04,2440.47,No
CUST-00411,Female,0,Yes,No,37,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,Credit card,21.45,799.83,Yes
CUST-00412,Female,0,Yes,Yes,12,Yes,No,No,Yes,No,No internet service,One year,Yes,Mailed check,47.0,600.71,No
CUST-00413,Male,1,No,Yes,43,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,115.24,4938.38,No
CUST-00414,Male,0,No,No,23,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,19.96,428.86,Yes
CUST-00415,Male,0,No,No,29,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer,91.0,2663.72,No
CUST-00416,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Credit card,109.06,7481.02,No
CUST-00417,Female,1,Yes,Yes,37,Yes,Yes,DSL,No,No,No internet service,Month-to-month,No,Electronic check,95.76,3535.54,Yes
CUST-00418,Female,0,Yes,No,22,No,No,DSL,Yes,No,No internet service,Month-to-month,No,Credit card,50.97,1100.05,No
CUST-00419,Female,0,Yes,No,56,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,71.09,4028.17,No
CUST-00420,Female,0,Yes,Yes,22,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,106.49,2330.49,Yes
CUST-00421,Female,0,Yes,No,35,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,117.5,4128.84,No
CUST-00422,Female,0,No,No,56,Yes,No,DSL,No,No,Yes,Month-to-month,No,Bank transfer,27.9,1539.25,No
CUST-00423,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,Month-to-month,Yes,Bank transfer,30.68,48.32,No
CUST-00424,Female,0,No,No,71,Yes,Yes,No,Yes,No,No internet service,One year,Yes,Bank transfer,115.49,8167.83,No
CUST-00425,Male,1,No,No,2,Yes,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer,107.01,254.69,Yes
CUST-00426,Male,0,No,No,13,Yes,No,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,39.53,508.43,Yes
CUST-00427,Female,1,No,No,33,Yes,No,Fiber optic,No,No,No,Two year,No,Mailed check,116.95,3852.08,No
CUST-00428,Male,0,No,Yes,69,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Credit card,39.32,2733.21,Yes
CUST-00429,Female,0,Yes,No,68,Yes,No,DSL,No,No internet service,No internet service,Month-to-month,Yes,Credit card,27.03,1797.37,Yes
CUST-00430,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,No internet service,Two year,No,Bank transfer,87.55,4382.17,Yes
CUST-00431,Female,0,Yes,Yes,28,Yes,No phone service,DSL,No,No,No internet service,Month-to-month,No,Electronic check,73.06,2017.68,Yes
CUST-00432,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.45,1960.86,Yes
CUST-00433,Female,0,No,No,15,Yes,No,DSL,No,No internet service,Yes,Two year,Yes,Mailed check,112.68,1727.95,No
CUST-00434,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No internet service,Yes,One year,Yes,Electronic check,59.23,3366.61,No
CUST-00435,Female,0,No,No,9,No,No,No,Yes,No,Yes,Two year,No,Bank transfer,59.1,579.02,No
CUST-00436,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,82.45,1516.22,Yes
CUST-00437,Female,0,Yes,No,66,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Two year,Yes,Credit card,41.54,2783.64,No
CUST-00438,Male,1,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,One year,No,Bank transfer,77.86,2767.52,Yes
CUST-00439,Male,0,Yes,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,One year,Yes,Electronic check,55.13,133.03,Yes
CUST-00440,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,88.89,2803.05,Yes
CUST-00441,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Mailed check,43.27,1130.97,Yes
CUST-00442,Male,0,Yes,No,8,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card,36.92,261.62,Yes
CUST-00443,Female,0,Yes,No,5,Yes,No,DSL,No,No internet service,No internet service,One year,Yes,Electronic check,43.48,249.64,Yes
CUST-00444,Female,0,No,Yes,48,Yes,Yes,No,No internet service,No,No,One year,Yes,Mailed check,113.47,5490.69,No
CUST-00445,Male,0,No,No,21,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,104.62,2182.2,No
CUST-00446,Male,0,No,No,47,Yes,Yes,DSL,Yes,No internet service,No internet service,One year,Yes,Electronic check,102.55,4773.29,No
CUST-00447,Female,0,No,No,20,Yes,Yes,DSL,No,No,No,One year,Yes,Mailed check,97.63,1933.35,Yes
CUST-00448,Male,0,Yes,No,32,Yes,Yes,DSL,No internet service,Yes,Yes,One year,No,Credit card,82.97,2675.65,Yes
CUST-00449,Female,1,No,No,55,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Electronic check,28.04,1586.49,Yes
CUST-00450,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Mailed check,51.11,1426.05,Yes
CUST-00451,Female,0,No,No,52,Yes,No,DSL,Yes,No,No internet service,One year,No,Bank transfer,75.31,3899.73,No
CUST-00452,Female,0,No,No,39,Yes,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer,28.79,1138.13,No
CUST-00453,Female,0,Yes,No,17,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Credit card,21.07,329.3,Yes
CUST-00454,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,No,Mailed check,27.53,1292.96,No
CUST-00455,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,29.02,339.64,Yes
CUST-00456,Female,0,Yes,Yes,26,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,29.17,806.15,Yes
CUST-00457,Female,1,Yes,No,61,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,37.4,2324.81,Yes
CUST-00458,Male,0,Yes,Yes,44,Yes,No phone service,DSL,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,68.91,3048.58,Yes
CUST-00459,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,47.12,109.04,Yes
CUST-00460,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,105.73,2182.65,Yes
CUST-00461,Male,0,No,No,26,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card,107.37,2769.71,Yes
CUST-00462,Female,0,No,No,54,Yes,No,DSL,No,Yes,No,Month-to-month,No,Mailed check,111.87,6077.17,No
CUST-00463,Male,1,Yes,No,66,Yes,No phone service,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.06,4346.26,Yes
CUST-00464,Female,1,No,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Bank transfer,96.95,3094.81,No
CUST-00465,Male,0,Yes,No,1,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,78.28,112.26,No
CUST-00466,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No internet service,No,Two year,No,Credit card,32.73,1465.54,No
CUST-00467,Male,0,No,No,32,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,82.84,2685.88,Yes
CUST-00468,Male,1,No,No,57,Yes,No,DSL,Yes,No internet service,No,Month-to-month,Yes,Electronic check,103.38,5849.6,No
CUST-00469,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,Two year,Yes,Electronic check,53.49,340.05,Yes
CUST-00470,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Two year,Yes,Mailed check,94.16,1274.54,No
CUST-00471,Female,0,Yes,No,25,No,Yes,DSL,No internet service,No,No,Two year,Yes,Credit card,97.0,2454.0,No
CUST-00472,Male,0,Yes,No,10,No,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Bank transfer,83.65,841.72,Yes
CUST-00473,Female,0,No,Yes,37,Yes,No phone service,DSL,Yes,No internet service,No,Month-to-month,Yes,Mailed check,108.09,4004.92,No
CUST-00474,Male,0,Yes,No,26,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,32.77,839.69,No
CUST-00475,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,No,One year,Yes,Bank transfer,104.03,664.51,No
CUST-00476,Male,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,No,Credit card,80.29,0.91,Yes
CUST-00477,Female,0,No,Yes,20,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Credit card,105.28,2081.64,No
CUST-00478,Male,0,No,No,29,Yes,No,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,72.33,2129.98,Yes
CUST-00479,Female,1,No,No,7,Yes,No,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,51.45,404.96,Yes
CUST-00480,Female,0,No,Yes,2,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,109.51,193.25,Yes
CUST-00481,Female,0,No,No,54,Yes,Yes,DSL,No,Yes,Yes,One year,No,Credit card,107.5,5815.53,Yes
CUST-00482,Male,0,Yes,No,14,Yes,Yes,DSL,No internet service,Yes,Yes,Two year,No,Credit card,45.3,643.06,No
CUST-00483,Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,93.9,3297.46,Yes
CUST-00484,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,No,Electronic check,27.31,142.97,Yes
CUST-00485,Female,1,Yes,No,41,Yes,No,DSL,No,Yes,No,Month-to-month,No,Electronic check,26.77,1057.59,Yes
CUST-00486,Male,0,No,Yes,49,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,70.16,3429.09,No
CUST-00487,Female,0,Yes,No,17,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,21.65,416.62,Yes
CUST-00488,Male,0,No,No,49,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,62.24,3008.58,No
CUST-00489,Male,1,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,98.66,2878.1,Yes
CUST-00490,Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer,108.73,4171.17,No
CUST-00491,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Bank transfer,43.99,453.96,Yes
CUST-00492,Male,0,Yes,Yes,58,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,25.85,1529.54,No
CUST-00493,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,Two year,No,Mailed check,82.33,3514.37,No
CUST-00494,Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Two year,No,Electronic check,45.01,88.07,No
CUST-00495,Male,1,Yes,Yes,35,Yes,No,No,No,Yes,No internet service,Two year,No,Bank transfer,20.39,715.76,No
CUST-00496,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Credit card,31.38,1495.95,Yes
CUST-00497,Female,0,No,No,13,No,No,No,No,Yes,No,Two year,Yes,Credit card,113.71,1447.92,Yes
CUST-00498,Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,107.26,5105.52,Yes
CUST-00499,Female,1,No,Yes,66,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,102.62,6778.27,No
CUST-00500,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No,Two year,No,Bank transfer,52.63,385.81,No
CUST-00501,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Electronic check,90.88,1786.03,Yes
CUST-00502,Male,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No internet service,Yes,Two year,Yes,Bank transfer,115.62,8229.37,Yes
CUST-00503,Female,0,No,No,15,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Credit card,75.89,1149.56,Yes
CUST-00504,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,51.98,824.4,No
CUST-00505,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,99.53,2669.65,Yes
CUST-00506,Female,1,No,No,50,Yes,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer,61.89,3065.94,No
CUST-00507,Male,0,No,No,55,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,No,Credit card,76.89,4244.52,No
CUST-00508,Female,0,Yes,No,56,Yes,No,DSL,No,No,No internet service,One year,No,Bank transfer,73.2,4146.4,No
CUST-00509,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No internet service,One year,No,Bank transfer,40.18,2054.53,No
CUST-00510,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,No,One year,No,Mailed check,18.07,792.53,No
CUST-00511,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,Bank transfer,119.88,4476.61,No
CUST-00512,Male,0,No,No,47,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,60.52,2855.48,Yes
CUST-00513,Female,0,Yes,No,40,No,No,DSL,No,No internet service,No,Month-to-month,Yes,Credit card,46.95,1849.27,No
CUST-00514,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Electronic check,96.12,5619.92,Yes
CUST-00515,Male,0,No,No,66,Yes,No,DSL,No internet service,No,No,Two year,Yes,Bank transfer,78.44,5154.34,No
CUST-00516,Female,0,No,No,65,Yes,Yes,DSL,No internet service,Yes,Yes,One year,No,Electronic check,107.81,7047.5,No
CUST-00517,Female,0,No,No,26,Yes,No,Fiber optic,No internet service,Yes,No,One year,Yes,Credit card,97.67,2550.88,No
CUST-00518,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,46.74,1449.2,No
CUST-00519,Female,0,No,No,55,No,No,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,78.41,4295.81,No
CUST-00520,Female,0,Yes,No,9,Yes,No phone service,No,No,No,No,Month-to-month,Yes,Bank transfer,69.28,585.41,Yes
CUST-00521,Male,0,No,No,39,Yes,No,No,No,No,No internet service,Month-to-month,No,Bank transfer,115.42,4475.86,No
CUST-00522,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No,One year,No,Electronic check,42.44,662.14,Yes
CUST-00523,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Bank transfer,46.95,2655.02,Yes
CUST-00524,Female,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,111.88,516.73,Yes
CUST-00525,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card,64.7,2466.58,No
CUST-00526,Male,1,No,No,17,Yes,No,Fiber optic,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,64.64,1096.4,No
CUST-00527,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,106.56,7632.97,Yes
CUST-00528,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card,48.2,3418.59,Yes
CUST-00529,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,89.08,3610.18,Yes
CUST-00530,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Bank transfer,91.6,317.95,Yes
CUST-00531,Female,0,No,No,19,Yes,No,DSL,No,No,No internet service,Month-to-month,No,Credit card,63.12,1175.19,Yes
CUST-00532,Male,0,No,No,27,No,No,DSL,Yes,Yes,Yes,Two year,Yes,Bank transfer,52.06,1428.1,No
CUST-00533,Male,0,No,Yes,39,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,94.16,3647.36,Yes
CUST-00534,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,44.1,2819.85,No
CUST-00535,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,101.57,4410.84,No
CUST-00536,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,60.47,1367.51,Yes
CUST-00537,Male,1,Yes,Yes,56,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,No,Credit card,19.87,1140.61,No
CUST-00538,Male,0,Yes,No,46,No,No,DSL,Yes,No,No,Two year,Yes,Mailed check,76.07,3528.24,No
CUST-00539,Female,0,Yes,No,12,Yes,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,No,Credit card,37.83,486.31,No
CUST-00540,Male,0,No,Yes,15,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,65.59,1008.11,Yes
CUST-00541,Female,1,No,No,54,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,100.45,5463.99,Yes
CUST-00542,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,37.38,2377.34,Yes
CUST-00543,Female,0,No,No,15,Yes,No,Fiber optic,No,No internet service,No,One year,Yes,Credit card,39.23,591.06,No
CUST-00544,Male,0,Yes,No,36,No,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,66.33,2402.52,Yes
CUST-00545,Female,0,Yes,No,51,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,66.6,3366.38,No
CUST-00546,Male,0,No,No,9,Yes,No,DSL,No,No,No,Two year,Yes,Bank transfer,64.27,578.76,No
CUST-00547,Female,0,Yes,No,37,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,88.84,3249.49,No
CUST-00548,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,45.45,1965.51,No
CUST-00549,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,44.57,2321.97,Yes
CUST-00550,Male,0,Yes,No,50,No,No,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Bank transfer,20.28,1014.34,No
CUST-00551,Female,0,No,No,51,Yes,No,DSL,No,No,No,Two year,No,Credit card,56.94,2900.1,No
CUST-00552,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Mailed check,37.97,2581.11,No
CUST-00553,Female,0,Yes,No,58,Yes,No phone service,DSL,No,No,No internet service,One year,No,Mailed check,78.34,4537.65,No
CUST-00554,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No,Credit card,36.48,455.54,No
CUST-00555,Female,1,No,No,40,Yes,No phone service,Fiber optic,No,No,No,Two year,Yes,Mailed check,109.24,4379.07,Yes
CUST-00556,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,Mailed check,104.6,1146.4,Yes
CUST-00557,Female,0,Yes,No,49,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,96.05,4692.94,Yes
CUST-00558,Female,0,Yes,No,56,Yes,No,Fiber optic,No internet service,No,Yes,One year,No,Mailed check,100.47,5582.06,No
CUST-00559,Female,1,No,No,49,Yes,No phone service,Fiber optic,No,No,No,Month-to-month,No,Electronic check,115.88,5723.71,No
CUST-00560,Female,0,No,Yes,56,Yes,No,No,Yes,No,Yes,Two year,No,Credit card,50.62,2824.99,No
CUST-00561,Male,0,No,No,53,Yes,No,DSL,Yes,Yes,Yes,Two year,Yes,Mailed check,117.95,6243.0,No
CUST-00562,Male,0,No,Yes,65,Yes,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No,Electronic check,108.83,7036.78,Yes
CUST-00563,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No internet service,One year,No,Credit card,54.91,387.64,Yes
CUST-00564,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,106.14,6628.6,Yes
CUST-00565,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Bank transfer,109.53,851.54,No
CUST-00566,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,One year,No,Bank transfer,21.68,1260.45,No
CUST-00567,Female,1,Yes,No,62,No,No,DSL,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,107.35,6629.32,No
CUST-00568,Male,0,No,No,71,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Electronic check,62.19,4452.15,No
CUST-00569,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,One year,No,Electronic check,100.76,199.04,Yes
CUST-00570,Female,0,No,No,72,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,29.34,2144.83,No
CUST-00571,Male,0,Yes,No,12,Yes,No phone service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,35.56,461.73,No
CUST-00572,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,117.84,967.63,Yes
CUST-00573,Female,0,No,No,51,No,No,DSL,No,No,No,Month-to-month,Yes,Credit card,60.45,3059.05,Yes
CUST-00574,Male,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card,99.44,6019.37,Yes
CUST-00575,Female,1,Yes,No,7,Yes,Yes,DSL,No,No internet service,Yes,One year,No,Bank transfer,94.52,625.97,No
CUST-00576,Male,1,Yes,No,44,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,98.18,4339.61,No
CUST-00577,Female,0,Yes,No,52,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,95.99,5015.54,No
CUST-00578,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Bank transfer,111.22,6922.28,Yes
CUST-00579,Female,1,Yes,No,56,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,78.44,4367.04,No
CUST-00580,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,61.4,3219.5,No
CUST-00581,Male,1,Yes,No,18,Yes,No,DSL,No,No internet service,Yes,Two year,Yes,Electronic check,112.37,2064.97,Yes
CUST-00582,Female,0,No,No,66,Yes,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Electronic check,54.41,3607.48,Yes
CUST-00583,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,82.33,3729.05,Yes
CUST-00584,Female,0,No,No,9,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.23,906.46,Yes
CUST-00585,Male,0,No,No,17,No,Yes,DSL,Yes,Yes,No,Month-to-month,No,Credit card,111.43,1885.56,No
CUST-00586,Female,0,Yes,Yes,11,Yes,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,114.84,1219.57,No
CUST-00587,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No internet service,No,One year,No,Mailed check,85.31,4110.66,Yes
CUST-00588,Female,0,No,No,22,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,91.46,2011.06,Yes
CUST-00589,Male,0,Yes,Yes,61,Yes,No,DSL,No,No,No internet service,One year,Yes,Mailed check,68.75,4188.9,No
CUST-00590,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,One year,Yes,Credit card,47.06,510.89,Yes
CUST-00591,Female,1,No,No,72,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,19.65,1438.81,Yes
CUST-00592,Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer,40.65,2282.18,No
CUST-00593,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,117.96,6324.47,Yes
CUST-00594,Female,0,Yes,No,24,Yes,No,Fiber optic,No internet service,Yes,No,Month-to-month,No,Bank transfer,100.25,2417.57,Yes
CUST-00595,Female,0,Yes,No,8,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card,66.86,547.9,Yes
CUST-00596,Male,1,No,No,11,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,53.05,536.2,Yes
CUST-00597,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Electronic check,24.56,274.31,No
CUST-00598,Female,0,No,Yes,37,Yes,No,No,No,No,No,One year,No,Credit card,19.03,669.47,No
CUST-00599,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,95.02,2585.67,Yes
CUST-00600,Male,0,No,Yes,7,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.53,783.49,Yes
CUST-00601,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,43.89,2030.31,Yes
CUST-00602,Female,1,No,No,35,Yes,Yes,DSL,No,No,No internet service,One year,Yes,Mailed check,46.0,1612.08,No
CUST-00603,Female,0,Yes,No,49,Yes,No,DSL,No internet service,No,Yes,Month-to-month,No,Bank transfer,113.34,5551.99,Yes
CUST-00604,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No internet service,One year,Yes,Electronic check,79.41,621.95,No
CUST-00605,Male,0,No,Yes,59,No,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card,35.73,2100.09,No
CUST-00606,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card,22.66,1606.55,Yes
CUST-00607,Female,0,Yes,No,66,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,75.48,4961.45,No
CUST-00608,Female,0,No,No,52,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,64.16,3379.85,No
CUST-00609,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Mailed check,62.07,1039.62,No
CUST-00610,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Mailed check,116.86,6056.71,No
